,TARGET
183964,0
149534,0
96293,0
181724,0
47286,1
146742,0
39763,0
55711,0
10990,1
133313,0
6771,0
138437,0
57228,1
152818,0
141599,0
35425,0
131046,0
176348,0
48489,0
115327,0
172677,1
127724,0
47929,0
174156,0
151217,0
97701,0
170785,0
33273,0
168362,0
66584,0
21200,0
74246,0
99806,0
179229,1
170858,0
20874,0
161065,0
185614,0
73681,0
95789,0
65702,0
46174,0
100958,0
122912,0
186173,0
175221,0
193254,0
34465,0
182103,0
176145,0
100858,0
192072,0
176330,0
132563,0
94197,0
177432,0
153982,1
125610,0
32007,0
66959,0
39389,0
161140,0
116010,0
80976,0
162391,0
123537,0
89215,0
51399,0
84404,0
37959,0
119363,1
171317,0
129181,0
36339,1
57329,0
124835,0
108576,0
99426,0
7215,0
32639,0
78730,0
169478,0
26750,0
16456,1
6282,0
84835,0
39204,0
117324,0
170298,0
24311,0
156084,0
53669,0
106539,0
94547,0
17412,0
36865,1
36234,0
188377,1
172050,0
8656,1
122136,0
100091,0
16303,0
63868,0
146235,0
27741,0
94925,0
126118,0
14323,0
111774,0
50181,0
64979,0
164717,0
124912,0
157588,0
172762,0
75656,0
80191,0
154650,1
155455,0
111296,0
82942,0
91286,0
109227,0
186068,0
133123,0
137303,0
181453,0
41135,0
93583,0
99360,0
184904,0
58333,0
91708,0
66440,0
11641,0
82444,0
25520,0
25568,0
122411,0
116787,0
122548,0
174061,0
112098,0
39279,0
66004,0
8205,0
40682,0
24200,0
10794,0
29292,0
150960,0
184380,0
105848,0
163767,0
57812,0
97885,0
132011,0
168193,0
2304,0
102512,0
113374,0
370,0
146692,0
122738,0
112230,0
188270,0
25331,0
180150,0
1729,0
71367,0
15708,0
75988,0
145539,0
133254,0
145080,0
109117,0
170160,0
133175,0
109698,0
73453,0
9558,0
79400,0
182468,0
185980,0
31757,0
183710,0
109707,0
50045,0
140887,0
66271,0
115512,1
177452,0
110698,0
189211,0
151525,0
136252,0
155894,0
76492,0
144525,0
7605,0
148874,0
70796,0
77672,0
83629,0
4808,0
172309,0
71057,0
47076,0
63457,0
75844,0
112545,0
133981,0
49390,0
106009,0
174535,0
54635,0
21081,0
120663,0
32365,0
164359,0
127886,0
132312,0
88694,0
20934,0
56072,0
1685,0
154747,0
50492,0
2042,0
166114,1
49663,0
51825,0
140942,0
110106,0
105444,0
139404,1
156732,0
192884,0
167767,0
184071,0
107891,0
13245,0
32047,0
94347,0
156959,0
28196,0
98880,0
72905,0
140189,0
105866,0
188024,0
94048,0
107916,0
178571,0
180143,0
96328,0
72002,1
138524,0
176073,0
31125,0
123714,0
118055,0
114441,0
156112,0
98016,0
12498,0
117381,0
33043,0
55982,0
129938,0
99055,0
114525,0
170322,0
19112,0
27042,0
32607,0
107388,0
24914,0
54956,0
80184,0
163368,0
135143,0
189158,0
132354,0
172331,0
130455,0
179550,0
146106,0
116951,0
75423,0
137481,0
81994,0
84638,0
26240,1
160752,0
23382,0
162981,0
61292,0
193833,0
154659,0
183021,0
143885,0
75982,0
92934,0
31521,0
135585,0
30177,1
24418,0
193454,0
70907,0
12456,0
60676,0
34898,0
150168,0
6384,0
88864,1
38256,0
44380,0
6134,0
103760,0
39889,0
28131,0
120806,1
15616,0
162507,0
74546,0
38537,0
132828,0
51244,0
52593,0
26250,0
93735,0
15484,0
55952,0
86577,0
111295,0
65214,0
157085,0
15496,0
82205,1
161784,0
19625,1
66388,0
38337,0
190570,0
146292,0
78545,0
86927,0
121180,0
169314,0
95752,0
157038,0
55617,1
96390,1
189650,0
178781,0
27354,0
180600,0
152239,1
149714,0
51508,0
181902,0
85976,0
146210,0
137632,0
48246,0
159151,0
66703,0
71509,0
129199,0
193767,0
107900,0
64200,0
28691,0
120083,0
63038,0
57572,0
60862,1
50855,0
162387,0
15678,0
15946,0
148849,0
26824,0
34314,0
16211,0
1539,0
187534,0
166689,0
106869,0
160041,0
152716,0
116352,0
72005,0
21411,0
3856,0
43497,1
46042,1
169520,0
120992,0
155336,0
12000,0
186728,0
53704,1
66465,0
79864,0
27913,0
190095,0
129466,0
157863,0
55274,0
21877,0
189745,0
8339,0
57261,0
113789,0
188530,1
91049,0
163200,0
24742,0
29554,0
31162,0
143110,0
171055,1
151483,0
54991,0
171630,0
160275,0
174579,0
13323,1
192379,0
127305,0
131729,0
17454,0
74780,0
152324,0
78303,0
105009,0
107595,0
156632,1
30272,0
156784,0
73679,0
88994,0
185796,0
78291,0
65925,0
58592,0
118924,0
830,0
163190,0
178659,0
75075,0
27912,0
20988,0
163564,0
75509,0
109516,0
71131,0
29195,0
11359,0
4205,0
81353,0
168055,0
45653,0
110259,0
185737,0
108235,0
60006,0
172606,0
158327,0
100013,0
177397,0
7230,0
62586,0
66951,0
64195,1
148400,0
330,0
112035,0
117961,0
95991,0
179442,1
156899,0
86880,0
110178,0
138470,0
139471,0
63405,0
44939,0
127105,0
109725,0
7096,0
21325,0
64965,1
101912,0
56821,0
131655,0
42946,0
38383,0
145505,0
64474,0
74761,0
60570,1
33217,0
35127,0
192015,0
11822,0
3250,1
16891,0
53120,0
6839,0
83854,0
117389,0
166590,0
84365,0
77416,0
58731,0
118120,0
192483,0
173764,0
22069,0
81731,0
103467,1
178270,0
13446,0
115032,0
62369,0
98763,0
104164,0
138651,0
184392,0
1140,1
53972,0
171938,0
99616,0
117531,0
95137,0
166401,0
1710,1
152638,0
664,0
56778,1
38036,0
123986,0
65427,0
172520,0
123939,1
98589,0
106666,0
15210,0
105977,0
132378,0
889,0
134858,1
84756,0
47721,0
154084,0
33110,0
178939,0
61244,0
192408,0
101189,0
153392,0
173143,0
102960,0
61368,0
6744,0
134542,0
107599,0
179101,0
144324,0
22711,0
47469,0
159451,0
77944,0
59663,0
187958,0
187609,0
128600,0
185234,0
2014,1
165647,0
40917,0
170347,0
150369,0
42437,1
28132,0
44403,0
46319,0
46005,0
60887,0
178163,0
56389,1
34899,0
60542,0
38786,0
72285,0
178420,0
138597,0
9556,0
89123,0
55858,0
23243,0
158752,0
78168,0
62989,1
66610,0
100993,1
180471,1
28286,0
12064,0
189022,0
3823,0
172787,0
125711,0
172571,0
168966,0
144615,0
31586,0
70943,0
107673,0
9361,0
9600,0
31298,0
152118,0
46268,0
131267,0
177149,0
78449,1
136608,1
95255,0
7163,1
189404,0
133738,1
171497,0
86920,0
167695,0
119454,0
114038,0
37556,0
47657,0
184102,0
174155,0
92189,0
146201,0
144625,0
19973,0
12813,0
105258,0
17985,1
41035,0
157017,0
8857,0
84907,0
791,1
118708,0
142593,0
133869,0
131210,0
19691,0
163970,0
84139,1
142405,0
55181,0
188621,0
187918,1
59209,0
12283,0
84382,0
7485,0
95391,1
99612,0
75272,0
67289,0
162868,0
178365,0
145655,0
25302,0
147762,0
4737,1
35515,0
85160,0
115381,0
61443,0
36393,0
114616,0
83939,0
147902,0
153381,0
58202,0
103165,0
12646,0
173491,0
162231,0
14302,0
25725,0
172604,0
110403,0
175748,0
2405,0
13406,0
135799,0
30840,0
105672,0
189186,0
116962,1
190252,0
31717,0
128132,0
103579,0
137515,0
46942,0
27674,0
11422,0
28937,0
131601,0
145517,0
146319,0
21337,0
120337,0
102331,0
30571,0
51052,0
132895,0
168123,0
81805,0
88572,0
49297,0
52350,0
93289,0
166424,0
104003,0
128796,0
104936,0
190550,0
175621,0
100064,0
39613,0
104133,0
44943,0
146990,0
178772,0
177089,0
33672,0
170721,0
168817,0
169052,0
26319,0
155097,0
159021,0
76200,0
39725,0
145546,0
64078,0
123012,0
43222,0
169844,0
79048,0
62735,0
37576,0
12642,0
142288,0
14088,0
106352,0
116286,0
168337,0
55950,0
52627,0
128267,0
123647,0
37950,0
177714,0
114882,0
89393,0
117997,0
81395,0
42474,0
59536,0
126442,0
147517,0
133547,0
106919,0
87179,0
80384,0
133675,1
59822,0
187197,0
90808,0
13933,0
135241,0
154560,0
17463,0
175806,0
145045,0
75298,0
34431,0
133916,0
100199,0
180419,0
155784,0
146649,0
43998,0
139333,1
125559,0
94610,0
179482,0
139064,0
142677,0
10046,0
138291,0
55356,0
178721,0
170996,0
64336,0
37833,0
10094,0
62363,0
150491,0
73338,0
110890,0
85816,0
13602,0
41778,0
27180,0
120494,0
23453,0
184626,0
104719,0
145501,0
162401,0
3905,0
141607,0
150956,0
159874,0
83768,0
60867,0
130576,0
68248,0
76182,0
6607,0
18946,0
71069,0
45478,0
28438,0
33408,0
21608,0
123737,0
81334,0
77366,0
164958,0
162471,0
165286,0
76708,0
49647,0
177294,0
96640,0
125225,0
3822,0
78765,0
171224,0
159384,0
71555,0
81010,0
152414,0
152941,0
70214,1
112163,0
51808,0
4071,0
172270,0
185219,1
93142,0
176346,0
130014,0
189426,0
24586,0
155763,0
170003,0
112415,0
154161,0
123311,0
190134,1
56334,0
79719,0
153231,0
184824,0
6888,0
165939,0
191622,0
130798,0
27897,0
138547,0
114720,0
172609,0
38737,0
48357,1
190977,0
148172,0
39865,0
129449,0
74453,0
149677,0
76216,0
170070,0
28461,0
91675,0
27203,0
169749,0
58760,0
158005,0
191613,0
63270,0
44134,0
103015,0
142833,0
166855,0
181052,0
61688,0
133744,0
48095,0
73686,1
3943,1
155284,0
132629,0
7593,0
108558,0
32298,1
143787,0
165428,1
126521,0
87357,0
86175,1
155809,0
128981,0
98627,0
68066,0
151883,0
67986,0
156466,0
18074,0
29573,0
132244,0
59161,0
93086,0
58041,0
125055,0
73031,0
88930,0
5128,0
187738,0
114357,0
82741,0
95989,0
4869,0
78628,0
189803,1
1510,1
43535,0
52737,0
128601,0
38892,0
142010,0
30252,0
27310,0
67703,0
142763,0
166173,0
84900,0
34794,0
151888,0
28766,0
189208,0
38939,0
152655,0
1346,0
151037,0
73330,0
19734,0
104045,0
85901,0
136761,0
114364,0
73894,0
191657,0
180578,1
156606,0
6146,0
143424,0
53265,0
55479,0
182768,0
194457,0
106158,0
50991,0
27691,0
176414,0
59833,0
188149,0
183826,0
127603,0
187836,0
160491,0
133420,0
112774,0
69834,0
106028,1
128693,0
15169,0
9688,0
192542,0
79237,0
138022,0
71496,0
174781,0
120019,0
160435,0
156503,0
114741,0
6892,0
149894,0
46309,0
99384,0
51865,0
128811,0
42899,0
64173,0
143192,0
132595,1
11733,0
149237,0
882,0
105739,1
146532,0
107703,0
186137,0
194257,0
81181,0
48001,0
96859,0
190636,0
119835,0
149433,0
120581,0
160768,0
121435,1
133728,0
22586,0
147958,0
52241,0
161631,0
162901,0
44190,0
143544,0
186963,0
144795,0
158783,0
182892,0
125353,0
65422,0
104339,0
99638,0
77532,0
59103,0
46702,0
118992,0
109424,1
117738,0
18668,0
54893,0
59391,0
104226,1
79693,0
187732,0
192227,0
77039,0
88170,0
30413,0
95515,0
126990,0
90584,1
57299,0
89245,0
45853,0
64156,0
137345,0
108984,0
90496,0
4640,0
12074,0
45973,0
49547,0
172108,0
104081,0
192470,0
89473,0
63004,0
75986,0
59344,0
15251,0
95237,0
39500,0
181352,0
4875,0
58664,0
87489,0
74564,0
35028,1
44785,0
3356,0
49722,0
147289,0
102271,0
90013,0
152433,0
62751,0
117220,0
119861,0
43740,0
137099,0
111366,0
39853,0
24296,0
189653,0
141426,1
10068,0
67052,0
143598,0
61415,0
151566,0
35459,0
194490,1
136886,0
39790,0
143625,0
190992,0
134827,0
167342,0
53614,1
127494,0
102760,0
157182,0
166446,0
44498,0
69892,0
68502,0
160648,0
97239,0
25885,0
99490,0
110978,0
61168,0
64178,0
186280,1
160766,0
146026,0
71472,0
146690,0
134275,0
33775,0
17082,0
2699,0
19406,0
106357,0
175938,1
169901,0
55513,0
121588,0
87266,0
42157,0
82670,0
2842,0
28951,0
53456,0
139662,0
23686,1
99033,0
97831,0
5369,0
25889,0
38176,0
64298,0
103929,0
85969,0
43232,0
41992,0
84885,0
88619,0
86275,0
73697,0
128944,0
41507,0
41946,0
129069,0
157105,0
4906,0
40647,0
169993,0
115074,0
13143,0
101722,0
171064,0
110589,0
109958,0
117563,0
149192,0
69243,1
59921,0
186881,1
181196,0
166421,0
161156,1
174039,0
191884,0
94684,0
71927,0
93441,0
181751,0
80096,0
92207,0
117882,0
172564,0
74534,0
40967,0
102592,0
94903,0
175862,0
68171,1
186613,1
91760,1
191760,0
86336,0
57997,0
8254,0
46786,0
40718,0
151908,1
77966,0
77984,0
87354,0
120981,0
177001,0
56722,0
21883,0
175661,0
127947,0
31607,0
177591,0
125993,0
34774,0
61120,0
139895,0
65564,0
142860,0
187712,0
65722,0
95090,0
64908,0
57486,0
106165,0
168332,0
123086,0
95732,0
134003,0
123460,0
39986,0
122480,0
110391,0
73772,0
28675,0
166691,0
124086,0
48416,0
185464,0
78711,0
32409,0
129340,0
159579,0
116713,0
87189,0
178604,0
148574,0
19562,0
127833,0
101954,0
27812,1
33232,0
187497,0
168369,0
83460,0
56111,0
84411,0
160825,0
117447,0
103729,0
18575,0
181374,0
72479,0
102628,0
49226,0
47982,0
174394,0
161439,1
144667,0
102946,0
26931,0
9078,0
165148,0
79146,1
133300,0
73792,0
175822,0
92972,0
46097,0
40160,0
63647,0
159510,0
102277,0
182801,0
190259,0
190807,0
172107,0
177631,0
108051,0
70724,1
147501,0
111619,0
137866,0
75903,0
34156,0
47756,0
60406,0
77623,0
204,0
32078,0
64490,1
184835,0
191544,0
183577,0
26236,0
143641,0
70872,0
44339,0
57310,0
180270,0
142501,0
54095,0
181437,0
127349,0
77792,1
136415,0
145220,0
180032,0
272,0
84241,0
83090,0
79967,0
185995,0
47527,0
179107,0
55169,0
129113,0
172557,0
164574,0
108032,0
74573,0
125318,0
12919,0
169573,0
106403,0
101009,0
96997,0
95437,0
27152,0
148551,0
183926,0
106874,1
74832,1
142474,1
122729,0
17997,0
168203,0
112152,0
127926,0
141640,0
49230,0
177198,0
190534,0
137693,0
156887,0
172675,1
76105,0
159058,0
161311,0
116884,0
187104,0
125917,0
40773,0
125869,0
89446,0
16327,1
52256,1
56677,0
92046,0
163730,0
64245,0
59256,0
140911,0
74702,1
81265,0
191883,0
153851,0
146064,0
64549,0
62823,1
157726,1
145622,0
116479,0
7097,0
26782,0
14359,0
118975,0
178832,0
79298,0
66035,0
92915,1
20334,1
180112,0
146427,0
194513,0
5948,0
54907,0
33342,0
59893,0
171207,0
24100,0
169333,0
156979,0
136382,0
26672,0
93235,0
173305,0
58716,0
173916,0
52570,0
178932,0
171361,0
57578,0
153243,0
192685,0
117924,0
147973,0
2611,0
110496,0
143186,0
89808,0
66304,0
39713,0
14602,0
187211,0
65543,0
171300,0
179612,0
71662,0
176151,0
85792,0
135191,0
107270,0
146999,0
107011,0
59482,0
56935,0
113097,0
52005,0
45303,0
63961,0
10737,0
131944,0
187240,0
40794,0
7368,0
113429,0
29962,0
122913,0
26503,0
8730,0
152803,0
109925,0
132021,0
88381,0
137490,0
107804,0
13565,0
23570,0
113404,0
17696,0
9845,0
40719,0
158612,0
110011,0
150126,0
82264,0
15997,0
154957,0
114491,0
187136,0
94296,0
170627,0
14356,0
68382,0
126685,0
145562,0
163646,0
100875,0
23227,1
29137,0
161729,0
180748,0
173440,0
193424,0
138569,0
69244,0
192334,1
67767,0
131350,0
112233,0
187596,0
80618,0
155108,0
57696,0
117268,1
182470,0
93190,0
108673,0
57259,0
99020,0
192788,0
84493,0
7292,0
10467,0
155076,0
35319,0
15059,0
58597,0
1911,0
58663,0
91955,0
86348,0
3298,0
106709,0
29281,1
82359,0
6529,0
34654,0
29278,1
99684,0
11933,0
60963,0
85282,0
169364,0
146000,0
187542,0
114484,0
40217,0
55677,0
161435,0
184907,0
171272,0
48814,1
31224,0
71032,0
46045,0
46557,0
176063,0
82732,0
123132,0
60198,0
28463,0
48371,0
29582,0
130822,0
76543,0
67328,0
34066,0
189922,0
19038,0
140407,1
151500,0
156885,0
4996,0
167005,0
115481,0
183774,0
60989,0
115033,0
79994,0
37069,0
42995,0
11557,0
114407,0
170109,0
16592,0
52019,1
179173,0
120148,0
149924,0
164760,0
7784,0
142659,0
92672,0
76840,0
66719,0
138312,0
156667,0
160921,0
40344,0
182713,0
164625,0
102905,0
53358,0
129400,0
77317,0
150623,0
41117,0
61714,0
109174,1
101569,0
165517,1
106788,0
65753,0
38774,0
113316,0
25964,0
64186,0
18567,0
42823,1
66219,1
181601,0
173435,0
125263,0
101635,0
171267,0
23025,0
170503,0
51988,0
185013,0
64501,0
141945,0
179721,0
192217,0
82568,0
134684,0
148330,0
156811,0
58153,1
40404,0
148934,0
165769,0
46789,0
154037,0
98398,0
31723,1
66393,0
3174,0
149747,0
105998,1
131234,0
134273,0
166059,0
179673,0
65044,0
151031,0
150331,0
64854,0
179635,0
95909,0
136814,0
171696,0
178509,0
32115,0
143287,0
187459,0
2396,0
89278,0
12410,0
1841,0
64769,0
143939,0
20600,0
9316,0
136279,0
20544,0
65645,0
98357,0
53089,0
63972,0
106356,0
110059,0
134265,0
150246,0
93968,0
29283,0
49024,0
58907,0
8651,1
96865,0
23092,0
90127,0
169946,0
56498,0
191380,0
21697,0
14803,0
127716,0
19572,0
36164,0
182219,0
12617,0
54373,0
58071,0
128723,0
184630,1
61884,0
24510,0
133186,0
42722,0
93863,0
103219,1
183624,0
89555,0
36245,0
152322,0
142620,0
80175,0
74749,0
83329,0
133833,0
138390,0
181007,0
181248,0
4956,0
102639,0
91170,0
132701,0
186653,0
15391,0
141310,0
134891,0
42141,0
163206,0
47887,0
132076,0
192,0
42764,0
34169,0
18562,0
182236,0
130848,0
183566,0
98518,0
151995,0
106665,0
155496,0
184536,0
12197,0
165962,0
45288,0
55626,0
32039,0
27788,0
183259,0
79950,0
70473,0
83596,0
91389,0
76528,0
115758,0
53230,0
29096,0
5512,0
63739,0
194689,0
75786,0
42905,0
33390,0
44827,0
36728,0
38947,0
67903,0
37932,1
98594,0
174440,1
135662,0
61301,0
139188,0
160957,0
161981,0
5395,0
70129,0
54552,0
9249,0
19353,0
176040,0
386,0
48893,0
3506,1
122376,0
158207,0
112015,0
167214,0
148051,0
111719,0
7683,0
64034,0
63319,1
35053,0
128517,0
139767,0
176250,0
184772,0
121601,0
126645,0
114634,0
28002,0
83894,0
49923,0
126847,1
174677,1
109655,0
145173,0
10057,0
67537,0
111323,0
194265,0
160473,0
165444,0
28987,0
131130,0
138240,0
158303,0
95392,0
150109,0
179717,0
43858,0
72811,0
14738,1
188764,0
47704,0
139089,0
141649,0
117328,0
141686,0
156963,0
87993,0
117620,0
188345,0
170790,0
55688,0
178628,0
72495,0
82757,0
170437,0
29779,0
185384,0
61165,0
86552,0
44976,1
34452,0
33758,0
150311,0
88709,0
144446,0
24935,0
94031,0
33239,0
116587,0
158351,0
35233,0
90197,0
5486,0
148805,0
12417,0
167754,0
50158,0
58142,1
104452,0
170202,0
59494,1
168217,0
173191,0
77585,0
59479,0
70345,0
99530,0
68756,0
159013,0
12627,0
49936,0
131705,0
7703,0
110858,0
81834,0
155976,0
193952,0
194634,0
30407,1
144084,0
47605,0
150276,0
185969,0
13440,0
111216,0
156095,1
109608,0
121050,1
58809,0
39329,0
93123,0
14391,0
24232,1
128501,0
37819,0
9880,0
146392,0
28095,1
58660,0
102040,0
193507,0
32167,0
181663,0
48653,0
89191,0
78731,0
23659,0
146731,0
186386,0
129097,0
2212,0
137602,0
136675,0
115447,0
34755,0
105522,0
175159,0
182543,0
74400,0
41241,0
84754,0
128742,0
36988,0
42923,1
90184,0
61908,1
127110,0
138152,0
92355,0
107302,1
22549,0
149556,0
163703,1
21467,0
118947,0
157103,0
156795,0
30171,0
103864,0
146342,0
119410,0
29347,0
134237,0
33812,0
169525,0
175300,0
177687,0
6657,1
91453,1
37387,0
53009,1
108579,0
80935,0
26060,0
42850,0
89240,0
86349,0
7216,0
170420,0
17602,0
178938,0
52223,0
118685,0
20800,0
177163,0
191002,0
146758,0
106930,0
90818,0
40778,0
121206,0
92067,0
100367,1
181070,0
31012,0
178278,0
115984,0
86446,0
47443,0
174943,0
37121,0
87223,0
115951,0
71835,0
15317,0
134454,0
143649,0
54734,0
14400,0
70241,0
109014,0
179590,0
82923,0
103490,0
193503,0
169778,0
50355,0
187073,0
132358,0
160822,0
120860,0
165833,0
105951,0
166517,0
142510,0
76983,0
62896,0
164472,0
131766,0
30108,0
76084,0
62422,0
148305,0
119539,0
156273,0
298,0
58278,0
110079,0
177063,0
93036,0
118236,0
132054,0
912,0
39287,0
103686,0
149195,0
75744,0
124745,0
184120,0
184731,0
137301,0
42428,0
12987,0
20687,0
191777,0
105715,0
191104,0
57276,0
28059,0
187445,0
130020,0
9695,0
146851,0
123134,0
96626,0
192839,0
116815,0
85096,0
156470,0
80789,0
171448,0
82215,0
115609,0
105456,0
45102,0
10200,0
36915,0
144704,0
72406,0
117001,0
61236,0
179299,0
16701,1
152423,0
155211,0
122670,0
31110,0
4015,0
72284,0
71231,0
37903,0
74328,1
158942,0
31910,0
188034,0
73853,0
10620,1
185578,0
42770,0
111727,0
65915,0
189027,0
114318,0
88125,0
163753,0
83190,0
128707,0
123725,0
148107,0
9154,0
43098,0
155674,0
64356,0
45289,1
193105,0
153901,0
166143,1
134325,0
19175,0
4011,1
97993,0
176798,0
123541,0
119562,0
58037,0
76819,0
65012,0
105438,0
168386,1
50844,1
66272,0
177946,0
5584,0
45881,0
32619,0
125097,0
129040,0
128998,0
147238,0
167223,0
74078,0
24171,0
87049,0
1397,0
80578,0
170591,0
124876,0
80983,0
63871,0
47985,0
130507,0
123169,0
33691,0
105519,0
62861,0
193400,0
120708,0
8147,0
4326,0
77828,0
64801,0
13866,1
48301,0
49950,0
111877,1
193812,1
150050,0
87606,0
138183,0
36635,0
53362,0
47468,0
13747,0
166601,0
61886,0
192762,0
84523,0
71259,0
83526,0
96454,0
165956,0
62559,0
193055,0
78884,1
31921,0
8671,0
72049,0
123133,0
78724,0
176877,0
43478,0
85095,0
59698,0
7580,0
112067,0
36713,0
153276,0
6928,0
27875,0
140748,0
16905,0
164954,0
188578,0
145017,0
86250,0
4053,0
68151,0
27454,0
66455,0
154877,0
43770,0
20895,0
186384,0
47024,0
193508,0
4354,0
22026,0
109334,0
170465,0
55940,0
132755,0
194052,0
186349,0
103705,0
70112,0
66666,0
72160,0
87192,0
36000,0
91001,0
183513,0
107624,0
130384,0
15606,0
56201,0
53873,0
43817,0
147861,0
25137,0
179081,0
75427,1
139755,0
84552,0
120825,1
36613,0
25895,0
79877,0
126996,0
179403,1
90225,1
127354,0
194068,0
125115,0
154933,0
123983,0
142133,0
87368,0
188893,0
154477,0
183777,0
78188,0
164047,0
182680,0
160070,0
114570,0
106582,0
112932,0
75606,0
141049,0
61412,0
174208,1
16102,0
171742,0
3376,0
111541,0
65048,0
132998,0
32815,0
184953,0
155115,0
162917,0
142965,0
144289,0
28026,0
92260,0
137815,0
118625,0
193393,0
109946,0
107196,0
14589,0
15469,1
111283,0
144290,0
175142,0
5437,0
161263,0
25951,0
174533,0
136076,1
147354,0
22924,0
186710,0
257,0
154468,0
46028,0
162602,1
34210,0
5471,0
77525,0
81423,1
150234,0
79835,0
41644,1
190853,0
11401,0
114413,0
43021,0
110376,0
30091,0
190230,0
76036,0
87731,0
164504,0
78325,0
23014,0
154500,1
77258,0
58232,0
162724,0
41472,0
134793,0
73551,0
118548,0
3239,0
89007,0
178853,0
142227,0
65276,0
119711,0
21548,0
82638,0
50979,0
60260,0
35214,0
23650,0
43394,0
120842,0
167197,1
79092,1
40567,0
29707,0
184672,0
152686,0
179339,0
374,0
179375,0
30154,0
125374,0
105955,0
174731,0
94474,0
57127,0
193779,0
173878,0
111671,0
174319,0
107086,0
51801,0
62618,0
20771,0
191691,1
56980,0
171289,0
71204,0
14855,1
60700,0
18635,0
179136,0
116499,1
163089,0
130273,1
97706,1
166815,0
192222,0
39275,0
57913,0
133689,0
46484,0
135066,0
12726,0
63437,0
183249,0
146112,0
48636,0
98629,0
140348,0
44729,0
120821,0
50383,0
141316,0
165655,0
129638,0
107271,0
60639,0
122691,0
75829,0
170675,0
134730,0
89619,1
16017,0
122554,0
49723,0
119395,0
112856,0
157435,0
43207,0
190529,0
109667,1
77351,0
28733,0
116133,0
114862,0
69306,0
194329,0
87133,0
46368,0
77779,0
115836,0
185127,0
180680,0
161669,0
1017,0
106607,0
92296,0
144388,0
153357,0
22401,0
175490,1
642,0
82648,0
66664,0
148118,0
194605,0
52574,0
99898,0
75477,0
156382,0
13055,0
128805,0
35162,0
182975,0
121533,0
147255,0
174432,0
131703,0
85491,0
152762,0
114446,0
140433,0
43035,0
2685,0
147570,0
119846,0
41476,0
79543,0
119008,0
137454,0
71370,0
35837,0
127113,0
87884,0
103427,0
168794,0
132097,0
85540,0
140620,0
170592,1
151327,0
144950,0
169938,0
48502,1
111118,0
44408,0
114432,1
76104,0
160842,0
194610,0
104889,0
23721,0
18908,0
57056,0
10324,0
38498,0
111893,0
73226,0
108406,0
154032,0
175117,0
64696,0
104663,0
74491,0
103046,0
150434,0
34187,0
19119,0
14632,0
30834,0
28520,0
132650,0
13717,0
73121,0
190473,0
93082,1
41425,0
113524,0
40588,0
30662,0
157702,0
26184,0
35753,0
137036,0
58820,1
189226,0
108820,0
183262,0
64393,0
135570,0
191155,0
128560,0
129847,0
96769,0
137393,0
34125,0
154565,0
72186,0
22427,0
174436,0
190196,0
154545,0
62810,0
50226,0
28932,0
102928,0
16794,0
183676,0
36891,0
6871,0
145556,0
159481,0
181179,0
122006,0
40960,0
188921,0
78737,0
16802,0
90381,0
18110,1
11297,0
94612,1
21669,0
56758,0
155610,0
28926,0
11501,0
8456,0
177176,0
12970,1
116211,0
150815,0
155805,0
3771,0
68101,0
25633,1
75961,0
82276,0
106380,0
180829,0
68240,0
42376,0
74388,0
91422,0
180474,1
150031,0
172593,0
6248,0
71117,0
106043,0
189910,0
118422,0
109222,0
56610,0
54497,0
123286,0
168170,0
173454,1
78650,0
123019,0
78525,0
186669,0
20567,0
163162,0
3816,0
141776,0
63019,0
39072,0
94170,0
16791,1
101941,0
102838,0
78088,0
81084,0
32984,0
110476,0
137533,0
169111,0
148717,1
102238,0
173503,0
39723,0
27866,0
135681,0
157077,0
193930,1
84452,0
132219,0
115072,0
166722,0
131548,0
57567,1
51260,0
157028,0
105775,0
166958,0
76535,1
44841,0
96326,0
133302,1
31971,0
93644,0
51866,0
80714,1
183898,0
166327,0
116456,0
40316,0
90387,0
3433,0
192538,0
26964,0
832,0
156660,0
158473,0
146700,0
39323,0
4394,0
93488,0
157567,0
49002,0
35554,0
94545,0
130918,0
53164,0
166543,0
58404,0
164626,0
97131,0
177668,0
95024,0
48309,0
36154,0
179372,1
129427,0
587,0
99219,0
175771,0
133403,0
174457,0
59607,0
180305,0
125453,0
23088,0
84112,0
101637,0
157582,0
97839,0
15010,0
4550,0
65843,0
115522,0
171827,0
97963,1
115406,0
30967,0
136064,0
187408,0
167930,0
60606,0
176720,0
54548,0
76490,0
135724,0
40390,0
156339,0
150947,1
161212,0
47144,0
147076,0
169382,0
82636,0
94997,0
133236,1
144105,0
1795,0
79323,0
131126,0
35688,0
185883,0
58705,0
41920,1
105220,0
78096,0
128159,0
174139,0
191027,0
151942,0
123036,0
82941,0
111937,0
40985,0
193885,0
102183,1
148778,0
47416,0
94092,0
133976,0
110540,0
85079,0
29053,0
154173,0
166190,0
8925,1
183381,0
41649,0
147042,0
7737,0
134240,0
179887,0
3097,0
85038,1
185176,0
73170,0
103661,1
40491,0
80795,0
142696,1
40912,0
178190,0
143922,0
122272,0
66459,1
187529,0
159442,0
78019,0
168470,0
72968,0
19202,0
7760,0
95033,0
38771,0
110719,0
102243,0
28102,0
99170,0
188756,0
157391,0
74849,0
28412,0
22062,0
64153,0
6160,0
191542,0
35509,0
7897,0
25554,0
140593,0
176170,0
33517,0
82932,0
29820,0
57737,0
146149,0
29476,0
181896,0
